read	Pythagorean Theorem
 read	Standard Algorithm for Addition
 read	Standard Algorithm for Subtraction
 read	Standard Algorithm for Multiplication
 read	Standard Algorithm for Division
 read	European Algorithm for Subtraction
 read	Lattice Algorithm for Multiplication
 read	Common Factors
 read	Distributive Property
 read	Commutative Property
 read	Associative Property
 recite	Pythagorean Theorem
 recite	Standard Algorithm for Addition
 recite	Standard Algorithm for Subtraction
 recite	Standard Algorithm for Multiplication
 recite	Standard Algorithm for Division
 recite	European Algorithm for Subtraction
 recite	Lattice Algorithm for Multiplication
 recite	Common Factors
 recite	Distributive Property
 recite	Commutative Property
 recite	Associative Property
 write	Pythagorean Theorem
 write	Standard Algorithm for Addition
 write	Standard Algorithm for Subtraction
 write	Standard Algorithm for Multiplication
 write	Standard Algorithm for Division
 write	European Algorithm for Subtraction
 write	Lattice Algorithm for Multiplication
 write	Common Factors
 write	Distributive Property
 write	Commutative Property
 write	Associative Property
 represent	Pythagorean Theorem
 represent	Standard Algorithm for Addition
 represent	Standard Algorithm for Subtraction
 represent	Standard Algorithm for Multiplication
 represent	Standard Algorithm for Division
 represent	European Algorithm for Subtraction
 represent	Lattice Algorithm for Multiplication
 represent	Common Factors
 represent	Distributive Property
 represent	Commutative Property
 represent	Associative Property
 represent with images	Pythagorean Theorem
 represent with images	Standard Algorithm for Addition
 represent with images	Standard Algorithm for Subtraction
 represent with images	Standard Algorithm for Multiplication
 represent with images	Standard Algorithm for Division
 represent with images	European Algorithm for Subtraction
 represent with images	Lattice Algorithm for Multiplication
 represent with images	Common Factors
 represent with images	Distributive Property
 represent with images	Commutative Property
 represent with images	Associative Property
 represent with sounds	Pythagorean Theorem
 represent with sounds	Standard Algorithm for Addition
 represent with sounds	Standard Algorithm for Subtraction
 represent with sounds	Standard Algorithm for Multiplication
 represent with sounds	Standard Algorithm for Division
 represent with sounds	European Algorithm for Subtraction
 represent with sounds	Lattice Algorithm for Multiplication
 represent with sounds	Common Factors
 represent with sounds	Distributive Property
 represent with sounds	Commutative Property
 represent with sounds	Associative Property
 represent with activities	Pythagorean Theorem
 represent with activities	Standard Algorithm for Addition
 represent with activities	Standard Algorithm for Subtraction
 represent with activities	Standard Algorithm for Multiplication
 represent with activities	Standard Algorithm for Division
 represent with activities	European Algorithm for Subtraction
 represent with activities	Lattice Algorithm for Multiplication
 represent with activities	Common Factors
 represent with activities	Distributive Property
 represent with activities	Commutative Property
 represent with activities	Associative Property
 represent with specimens	Pythagorean Theorem
 represent with specimens	Standard Algorithm for Addition
 represent with specimens	Standard Algorithm for Subtraction
 represent with specimens	Standard Algorithm for Multiplication
 represent with specimens	Standard Algorithm for Division
 represent with specimens	European Algorithm for Subtraction
 represent with specimens	Lattice Algorithm for Multiplication
 represent with specimens	Common Factors
 represent with specimens	Distributive Property
 represent with specimens	Commutative Property
 represent with specimens	Associative Property
 represent with body parts	Pythagorean Theorem
 represent with body parts	Standard Algorithm for Addition
 represent with body parts	Standard Algorithm for Subtraction
 represent with body parts	Standard Algorithm for Multiplication
 represent with body parts	Standard Algorithm for Division
 represent with body parts	European Algorithm for Subtraction
 represent with body parts	Lattice Algorithm for Multiplication
 represent with body parts	Common Factors
 represent with body parts	Distributive Property
 represent with body parts	Commutative Property
 represent with body parts	Associative Property
 represent with words	Pythagorean Theorem
 represent with words	Standard Algorithm for Addition
 represent with words	Standard Algorithm for Subtraction
 represent with words	Standard Algorithm for Multiplication
 represent with words	Standard Algorithm for Division
 represent with words	European Algorithm for Subtraction
 represent with words	Lattice Algorithm for Multiplication
 represent with words	Common Factors
 represent with words	Distributive Property
 represent with words	Commutative Property
 represent with words	Associative Property
 represent with symbols	Pythagorean Theorem
 represent with symbols	Standard Algorithm for Addition
 represent with symbols	Standard Algorithm for Subtraction
 represent with symbols	Standard Algorithm for Multiplication
 represent with symbols	Standard Algorithm for Division
 represent with symbols	European Algorithm for Subtraction
 represent with symbols	Lattice Algorithm for Multiplication
 represent with symbols	Common Factors
 represent with symbols	Distributive Property
 represent with symbols	Commutative Property
 represent with symbols	Associative Property
 represent with drawings	Pythagorean Theorem
 represent with drawings	Standard Algorithm for Addition
 represent with drawings	Standard Algorithm for Subtraction
 represent with drawings	Standard Algorithm for Multiplication
 represent with drawings	Standard Algorithm for Division
 represent with drawings	European Algorithm for Subtraction
 represent with drawings	Lattice Algorithm for Multiplication
 represent with drawings	Common Factors
 represent with drawings	Distributive Property
 represent with drawings	Commutative Property
 represent with drawings	Associative Property
 represent with graphs	Pythagorean Theorem
 represent with graphs	Standard Algorithm for Addition
 represent with graphs	Standard Algorithm for Subtraction
 represent with graphs	Standard Algorithm for Multiplication
 represent with graphs	Standard Algorithm for Division
 represent with graphs	European Algorithm for Subtraction
 represent with graphs	Lattice Algorithm for Multiplication
 represent with graphs	Common Factors
 represent with graphs	Distributive Property
 represent with graphs	Commutative Property
 represent with graphs	Associative Property
 randomly sample	Pythagorean Theorem
 randomly sample	Standard Algorithm for Addition
 randomly sample	Standard Algorithm for Subtraction
 randomly sample	Standard Algorithm for Multiplication
 randomly sample	Standard Algorithm for Division
 randomly sample	European Algorithm for Subtraction
 randomly sample	Lattice Algorithm for Multiplication
 randomly sample	Common Factors
 randomly sample	Distributive Property
 randomly sample	Commutative Property
 randomly sample	Associative Property
