Evaluate	Volumes	involving The Plane
 Evaluate	Numerical Expressions	involving The Plane
 Evaluate	Numerical Equations	involving The Plane
 Evaluate	Areas	involving The Plane
 Evaluate	Perimeters	involving The Plane
 Evaluate	Data	involving The Plane
 Evaluate	Shapes	involving The Plane
 Evaluate	Surface Areas	involving The Plane
 Evaluate	Realia	involving The Plane
 Evaluate	Models	involving The Plane
 Evaluate	Congruence	involving The Plane
 Evaluate	Similarity	involving The Plane
 Evaluate	Lines	involving The Plane
 Evaluate	Linear Equations	involving The Plane
 Evaluate	Observations	involving The Plane
 Evaluate	Dependent Variables	involving The Plane
 Evaluate	Independent Variables	involving The Plane
 Evaluate	Sums	involving The Plane
 Evaluate	Differences	involving The Plane
 Evaluate	Groups	involving The Plane
 Evaluate	Length	involving The Plane
 Evaluate	Width	involving The Plane
 Evaluate	Depth or Height	involving The Plane
 Evaluate	Qualitative Attributes	involving The Plane
 Evaluate	Plane Figures	involving The Plane
 Evaluate	Objects in Space	involving The Plane
 Evaluate	Quantitative Stories	involving The Plane
 Create	Volumes	involving The Plane
 Create	Numerical Expressions	involving The Plane
 Create	Numerical Equations	involving The Plane
 Create	Areas	involving The Plane
 Create	Perimeters	involving The Plane
 Create	Data	involving The Plane
 Create	Shapes	involving The Plane
 Create	Surface Areas	involving The Plane
 Create	Realia	involving The Plane
 Create	Models	involving The Plane
 Create	Congruence	involving The Plane
 Create	Similarity	involving The Plane
 Create	Lines	involving The Plane
 Create	Linear Equations	involving The Plane
 Create	Observations	involving The Plane
 Create	Dependent Variables	involving The Plane
 Create	Independent Variables	involving The Plane
 Create	Sums	involving The Plane
 Create	Differences	involving The Plane
 Create	Groups	involving The Plane
 Create	Length	involving The Plane
 Create	Width	involving The Plane
 Create	Depth or Height	involving The Plane
 Create	Qualitative Attributes	involving The Plane
 Create	Plane Figures	involving The Plane
 Create	Objects in Space	involving The Plane
 Create	Quantitative Stories	involving The Plane
 Analyze	Volumes	involving The Plane
 Analyze	Numerical Expressions	involving The Plane
 Analyze	Numerical Equations	involving The Plane
 Analyze	Areas	involving The Plane
 Analyze	Perimeters	involving The Plane
 Analyze	Data	involving The Plane
 Analyze	Shapes	involving The Plane
 Analyze	Surface Areas	involving The Plane
 Analyze	Realia	involving The Plane
 Analyze	Models	involving The Plane
 Analyze	Congruence	involving The Plane
 Analyze	Similarity	involving The Plane
 Analyze	Lines	involving The Plane
 Analyze	Linear Equations	involving The Plane
 Analyze	Observations	involving The Plane
 Analyze	Dependent Variables	involving The Plane
 Analyze	Independent Variables	involving The Plane
 Analyze	Sums	involving The Plane
 Analyze	Differences	involving The Plane
 Analyze	Groups	involving The Plane
 Analyze	Length	involving The Plane
 Analyze	Width	involving The Plane
 Analyze	Depth or Height	involving The Plane
 Analyze	Qualitative Attributes	involving The Plane
 Analyze	Plane Figures	involving The Plane
 Analyze	Objects in Space	involving The Plane
 Analyze	Quantitative Stories	involving The Plane
